ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testBasicListenerWithUnexpectedMessage,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,11.994,0.572,3.309,0,3.706,0,0.84,1.927,net.sf.marineapi.nmea.parser.SentenceFactory.parsers,485,485,2
ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,.,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testConstructor,net.sf.marineapi.nmea.parser.SentenceFactoryTest.testRegisterParserWithAlternativeBeginChar,13.293,0.66,3.697,0,3.663,0,0.893,1.992,net.sf.marineapi.nmea.parser.SentenceFactory.parsers,485,485,2
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.extra.TestPreciseFloat.test_direct_encode,null,0.368,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.extra.TestPreciseFloat.test_indirect_encode,null,0.286,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.IterImplForStreamingTest.testLoadMore,null,0.281,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.output.TestObject.test_omit_selft_defined,null,0.273,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.output.TestObject.test_transient_field_getter,null,0.298,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.TestBoolean.test_streaming,null,0.299,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.TestFloat.test_streaming,null,0.293,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.TestInteger.test_streaming,null,0.307,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.TestIO.test_read_byte,null,0.297,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.TestIO.test_read_bytes,null,0.301,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.TestIO.test_unread_byte,null,0.278,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.TestMap.test_MapKeyCodec,null,0.4,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.TestObject.test_inheritance,null,0.301,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.TestReadAny.test_read_any_in_streaming,null,0.297,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.TestSkip.test_skip_string_streaming,null,0.28,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.TestString.test_long_string_in_streaming,null,0.31,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.TestString.test_normal_escape,null,0.31,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.TestString.test_string_across_buffer,null,0.291,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.TestString.test_unicode_escape,null,0.316,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1,.,com.jsoniter.TestString.test_utf8,null,0.314,0,0,0,0,0,0,0,wrongjsonfail,null,null,null
